"ID","name","namespace","definition"
"GO:0002201","somatic diversification of DSCAM-based immune receptors","biological_process","The somatic process that results in the generation of sequence diversity of the DSCAM-based immune receptors of insects."
"GO:0002204","somatic recombination of immunoglobulin genes involved in immune response","biological_process","The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, also known as immunoglobulin gene segments, within a single locus following the induction of and contributing to an immune response."
"GO:0002205","somatic hypermutation of immunoglobulin genes involved in immune response","biological_process","Mutations occurring somatically that result in amino acid changes in the rearranged V regions of immunoglobulins following the induction of and contributing to an immune response."
"GO:0002207","gene conversion of immunoglobulin genes involved in immune response","biological_process","The somatic process in which immunoglobulin genes are diversified through the mechanism of gene conversion following the induction of and contributing to an immune response."
"GO:0002208","somatic diversification of immunoglobulins involved in immune response","biological_process","The somatic process that results in the generation of sequence diversity of immunoglobulins after induction, and contributes to an immune response."
"GO:0002218","activation of innate immune response","biological_process","Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."
"GO:0002220","innate immune response activating cell surface receptor signaling pathway","biological_process","Any series of molecular signals leading to activation of the innate immune response generated as a consequence of binding to a cell surface receptor."
"GO:0002224","toll-like receptor signaling pathway","biological_process","Any series of molecular signals generated as a consequence of binding to a toll-like receptor. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate immune response."
"GO:0002225","positive regulation of antimicrobial peptide production","biological_process","Any process that activates or increases the frequency, rate, or extent of antimicrobial peptide production."
"GO:0002227","innate immune response in mucosa","biological_process","Any process of the innate immune response that takes place in the mucosal tissues."
"GO:0002228","natural killer cell mediated immunity","biological_process","The promotion of an immune response by natural killer cells through direct recognition of target cells or through the release of cytokines."
"GO:0002230","positive regulation of defense response to virus by host","biological_process","Any host process that results in the promotion of antiviral immune response mechanisms, thereby limiting viral replication."
"GO:0002232","leukocyte chemotaxis involved in inflammatory response","biological_process","The movement of an immune cell in response to an external stimulus contributing to an inflammatory response."
"GO:0002233","leukocyte chemotaxis involved in immune response","biological_process","The movement of an immune cell in response to an external stimulus a part of an immune response."
"GO:0002250","adaptive immune response","biological_process","An immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."
"GO:0002251","organ or tissue specific immune response","biological_process","An immune response taking place in an organ or tissues such as the liver, brain, mucosa, or nervous system tissues."
"GO:0002252","immune effector process","biological_process","Any process of the immune system that can potentially contribute to an immune response."
"GO:0002253","activation of immune response","biological_process","Any process that initiates an immune response."
"GO:0002259","endothelial cell activation within high endothelial venule involved in immune response","biological_process","A change in the morphology or behavior of an endothelial cell within a high endothelial venule resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002263","cell activation involved in immune response","biological_process","A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002264","endothelial cell activation involved in immune response","biological_process","A change in the morphology or behavior of an endothelial cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002265","astrocyte activation involved in immune response","biological_process","A change in the morphology or behavior of an astrocyte resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002267","follicular dendritic cell activation involved in immune response","biological_process","A change in the morphology or behavior of a follicular dendritic cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002271","plasmacytoid dendritic cell activation involved in immune response","biological_process","A change in the morphology or behavior of a plasmacytoid dendritic cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002272","plasmacytoid dendritic cell differentiation involved in immune response","biological_process","The process in which an immature plasmacytoid dendritic cell acquires the specialized features of a mature plasmacytoid dendritic cell contributing to an immune response."
"GO:0002275","myeloid cell activation involved in immune response","biological_process","A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."
"GO:0002276","basophil activation involved in immune response","biological_process","A change in morphology and behavior of a basophil resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the basophil has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."
"GO:0002277","myeloid dendritic cell activation involved in immune response","biological_process","The change in morphology and behavior of a myeloid dendritic cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002278","eosinophil activation involved in immune response","biological_process","The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002279","mast cell activation involved in immune response","biological_process","The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."
"GO:0002280","monocyte activation involved in immune response","biological_process","The change in morphology and behavior of a monocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002281","macrophage activation involved in immune response","biological_process","A change in morphology and behavior of a macrophage resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002282","microglial cell activation involved in immune response","biological_process","The change in morphology and behavior of a microglial cell resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002283","neutrophil activation involved in immune response","biological_process","The change in morphology and behavior of a neutrophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002284","myeloid dendritic cell differentiation involved in immune response","biological_process","The process in which an immature myeloid dendritic cell acquires the specialized features of a mature myeloid dendritic cell as part of an immune response."
"GO:0002285","lymphocyte activation involved in immune response","biological_process","A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002286","T cell activation involved in immune response","biological_process","The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."
"GO:0002287","alpha-beta T cell activation involved in immune response","biological_process","The change in morphology and behavior of an alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."
"GO:0002288","NK T cell activation involved in immune response","biological_process","The change in morphology and behavior of a mature or immature natural killer T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."
"GO:0002289","NK T cell proliferation involved in immune response","biological_process","The expansion of a NK T cell population by cell division as part of an immune response."
"GO:0002290","gamma-delta T cell activation involved in immune response","biological_process","The change in morphology and behavior of a gamma-delta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific, leading to the initiation or perpetuation of an immune response."
"GO:0002291","T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","biological_process","The change in morphology and behavior of a mature or immature T cell resulting from exposure to an antigen for which its T cell receptor is specific bound to an MHC molecule on an antigen presenting cell, leading to the initiation or perpetuation of an immune response."
"GO:0002292","T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."
"GO:0002293","alpha-beta T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell during an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."
"GO:0002294","CD4-positive, alpha-beta T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive CD4-positive, alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."
"GO:0002295","T-helper cell lineage commitment","biological_process","The process in which a CD4-positive, alpha-beta T cell becomes committed to becoming a T-helper cell, a CD4-positive, alpha-beta T cell specialized to promote various immunological processes."
"GO:0002296","T-helper 1 cell lineage commitment","biological_process","The process in which a CD4-positive, alpha-beta T cell becomes committed to becoming a T-helper 1 cell, a CD4-positive, alpha-beta T cell specialized to promote immunological processes often associated with resistance to intracellular bacteria, fungi, and protozoa, and pathological conditions such as arthritis."
"GO:0002297","T-helper 2 cell lineage commitment","biological_process","The process in which a CD4-positive, alpha-beta T cell becomes committed to becoming a T-helper 2 cell, a CD4-positive, alpha-beta T cell specialized to promote immunological processes often associated with resistance to extracellular organisms such as helminths, enhanced production of particular antibody isotypes, and pathological conditions such as allergy."
"GO:0002298","CD4-positive, CD25-positive, alpha-beta regulatory T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive CD4-positive, alpha-beta T cell acquires the specialized features of a CD4-positive, CD25-positive, alpha-beta regulatory T cell as part of an immune response."
"GO:0002302","CD8-positive, alpha-beta T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive CD8-positive, alpha-beta T cell acquires the specialized features of an effector, regulatory, or memory T cell as part of an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."
"GO:0002303","gamma-delta T cell differentiation involved in immune response","biological_process","The process in which an antigenically naive gamma-delta T cell acquires the specialized features of an effector, regulatory, or memory T cell and contributes to an immune response. Effector T cells include cells which provide T cell help or exhibit cytotoxicity towards other cells."
"GO:0002309","T cell proliferation involved in immune response","biological_process","The expansion of a T cell population by cell division as part of an immune response."
"GO:0002310","alpha-beta T cell proliferation involved in immune response","biological_process","The expansion of an alpha-beta T cell population by cell division as part of an immune response."
"GO:0002311","gamma-delta T cell proliferation involved in immune response","biological_process","The expansion of a gamma-delta T cell population by cell division as part of an immune response."
"GO:0002312","B cell activation involved in immune response","biological_process","The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."
"GO:0002313","mature B cell differentiation involved in immune response","biological_process","The process in which a naive B cell acquires the specialized features of a mature or memory B cell during an immune response."
"GO:0002322","B cell proliferation involved in immune response","biological_process","The expansion of a B cell population by cell division following B cell activation during an immune response."
"GO:0002323","natural killer cell activation involved in immune response","biological_process","The change in morphology and behavior of a natural killer cell resulting from exposure a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002324","natural killer cell proliferation involved in immune response","biological_process","The expansion of a natural killer cell population by cell division as part of an immune response."
"GO:0002325","natural killer cell differentiation involved in immune response","biological_process","The process in which a naive natural killer cell acquires the specialized features of an effector natural killer T cell as part of an immune response."
"GO:0002366","leukocyte activation involved in immune response","biological_process","A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."
"GO:0002367","cytokine production involved in immune response","biological_process","The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus contributing to an immune response, resulting in an increase in its intracellular or extracellular levels."
"GO:0002376","immune system process","biological_process","Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."
"GO:0002381","immunoglobulin production involved in immunoglobulin-mediated immune response","biological_process","The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus during an immune response, resulting in an increase in its intracellular or extracellular levels."
"GO:0002383","immune response in brain or nervous system","biological_process","An immune response taking place in the brain or nervous system."
"GO:0002384","hepatic immune response","biological_process","An immune response taking place in the liver."
"GO:0002385","mucosal immune response","biological_process","An immune response taking place in mucosal tissues, including those of the intestinal tract, nasal and upper respiratory tract, and genital tract."
"GO:0002395","immune response in nasopharyngeal-associated lymphoid tissue","biological_process","An immune response taking place in the nasopharyngeal-associated lymphoid tissue (NALT). NALT includes the tonsils and adenoids."
"GO:0002411","T cell tolerance induction to tumor cell","biological_process","A process of tolerance induction dependent on T cells which leads to immunological tolerance of a tumor."
"GO:0002413","tolerance induction to tumor cell","biological_process","A process of tolerance induction which leads to immunological tolerance of a tumor."
"GO:0002415","immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor","biological_process","The process of transporting polymeric IgA and polymeric IgM immunoglobulin, via transcytosis mediated by the polymeric immunoglobulin receptor (pIgR), from the basolateral surface to apical surface of an epithelial cell. At the apical surface the immunoglobulin binding portion of the pIgRis cleaved and remains bound to the transported immunoglobulin as secretory component (SC). The same process is used for the transport and excretion of IgA immune complexes to the luminal surface of the mucosa."
"GO:0002418","immune response to tumor cell","biological_process","An immune system process that functions in the response of an organism to a tumor cell."
"GO:0002423","natural killer cell mediated immune response to tumor cell","biological_process","An immune response mediated by a natural killer cell triggered in response to the presence of a tumor cell."
"GO:0002424","T cell mediated immune response to tumor cell","biological_process","An immune response mediated by a T cell triggered in response to the presence of a tumor cell."
"GO:0002429","immune response-activating cell surface receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of a cell capable of activating or perpetuating an immune response."
"GO:0002431","Fc receptor mediated stimulatory signaling pathway","biological_process","A series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."
"GO:0002433","immune response-regulating cell surface receptor signaling pathway involved in phagocytosis","biological_process","An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."
"GO:0002434","immune complex clearance","biological_process","A process directed at removing immune complexes from the body. Immune complexes are clusters of antibodies bound to antigen, to which complement may also be fixed, and which may precipitate or remain in solution."
"GO:0002435","immune complex clearance by erythrocytes","biological_process","The process of immune complex clearance by erythrocytes. The process often starts with binding of complement receptor 1 (CR1) on the surface of erythrocytes to a complement coated immune complex. The complex bound to erythrocyte CR1 is then transported to the liver or spleen where it is presented to phagocytes. The process ends when the complex is removed from CR1, allowing the erythrocyte to return to general circulation."
"GO:0002436","immune complex clearance by monocytes and macrophages","biological_process","The process of immune complex clearance by monocytes or macrophages."
"GO:0002440","production of molecular mediator of immune response","biological_process","The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."
"GO:0002443","leukocyte mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a leukocyte."
"GO:0002444","myeloid leukocyte mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a myeloid leukocyte."
"GO:0002446","neutrophil mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a neutrophil."
"GO:0002447","eosinophil mediated immunity","biological_process","Any process involved in the carrying out of an immune response by an eosinophil."
"GO:0002448","mast cell mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a mast cell."
"GO:0002449","lymphocyte mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a lymphocyte."
"GO:0002455","humoral immune response mediated by circulating immunoglobulin","biological_process","An immune response dependent upon secreted immunoglobulin. An example of this process is found in Mus musculus."
"GO:0002456","T cell mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a T cell."
"GO:0002459","adaptive immune response based on somatic recombination of immune receptors built from leucine-rich repeat domains","biological_process","An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of variable lymphocyte receptors (VLR) incorporating leucine-rich repeat (LRR) domains, and allowing for enhanced responses upon subsequent exposures to the same antigen (immunological memory). Examples of this process are found in jawless fish, including the lampreys (Petromyzontidae) and hagfishes (Myxinidae)."
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","biological_process","An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."
"GO:0002461","tolerance induction dependent upon immune response","biological_process","Tolerance induction dependent upon an immune response, typically a response by a mature T or B cell in the periphery resulting tolerance towards an antigen via induction of anergy, cellular deletion, or regulatory T cell activation."
"GO:0002507","tolerance induction","biological_process","A process that directly activates any of the steps required for tolerance, a physiologic state in which the immune system does not react destructively against the components of an organism that harbors it or against antigens that are introduced to it."
"GO:0002522","leukocyte migration involved in immune response","biological_process","The movement of a leukocyte within or between different tissues and organs of the body as part of an immune response."
"GO:0002524","hypersensitivity","biological_process","An inflammatory response to an exogenous environmental antigen or an endogenous antigen initiated by the adaptive immune system."
"GO:0002560","basophil mediated immunity","biological_process","Any process involved in the carrying out of an immune response by a basophil."
"GO:0002562","somatic diversification of immune receptors via germline recombination within a single locus","biological_process","The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."
"GO:0002563","somatic diversification of immune receptors via alternate splicing","biological_process","The process in which immune receptor genes are diversified through alternate splicing."
"GO:0002565","somatic diversification of immune receptors via gene conversion","biological_process","The process in which immune receptor genes are diversified through gene conversion."
"GO:0002566","somatic diversification of immune receptors via somatic mutation","biological_process","The process in which immune receptor genes are diversified through somatic mutation."
"GO:0002567","somatic diversification of FREP-based immune receptors","biological_process","The process that results in the generation of sequence diversity of the FREP-based immune receptors of snails."
"GO:0002569","somatic diversification of immune receptors by N region addition","biological_process","The addition of variable numbers of random nucleotides by terminal deoxytransferase in the N regions of heavy chain immunoglobulin and T cell receptor genes. N regions are found at the V-D, D-D, V-J, and D-J recombinational junctions, depending on the immune receptor gene."
"GO:0002652","regulation of tolerance induction dependent upon immune response","biological_process","Any process that modulates the frequency, rate, or extent of tolerance induction dependent upon immune response."
"GO:0002653","negative regulation of tolerance induction dependent upon immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of tolerance induction dependent upon immune response."
"GO:0002654","positive regulation of tolerance induction dependent upon immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of tolerance induction dependent upon immune response."
"GO:0002679","respiratory burst involved in defense response","biological_process","A phase of elevated metabolic activity, during which oxygen consumption increases made as part of a defense response ; this leads to the production, by an NADH dependent system, of hydrogen peroxide (H2O2), superoxide anions and hydroxyl radicals."
"GO:0002682","regulation of immune system process","biological_process","Any process that modulates the frequency, rate, or extent of an immune system process."
"GO:0002683","negative regulation of immune system process","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."
"GO:0002684","positive regulation of immune system process","biological_process","Any process that activates or increases the frequency, rate, or extent of an immune system process."
"GO:0002697","regulation of immune effector process","biological_process","Any process that modulates the frequency, rate, or extent of an immune effector process."
"GO:0002698","negative regulation of immune effector process","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."
"GO:0002699","positive regulation of immune effector process","biological_process","Any process that activates or increases the frequency, rate, or extent of an immune effector process."
"GO:0002700","regulation of production of molecular mediator of immune response","biological_process","Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."
"GO:0002701","negative regulation of production of molecular mediator of immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response."
"GO:0002702","positive regulation of production of molecular mediator of immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of the production of molecular mediator of immune response."
"GO:0002703","regulation of leukocyte mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."
"GO:0002704","negative regulation of leukocyte mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."
"GO:0002705","positive regulation of leukocyte mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."
"GO:0002706","regulation of lymphocyte mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."
"GO:0002707","negative regulation of lymphocyte mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of lymphocyte mediated immunity."
"GO:0002708","positive regulation of lymphocyte mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of lymphocyte mediated immunity."
"GO:0002709","regulation of T cell mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of T cell mediated immunity."
"GO:0002710","negative regulation of T cell mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of T cell mediated immunity."
"GO:0002711","positive regulation of T cell mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of T cell mediated immunity."
"GO:0002712","regulation of B cell mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of B cell mediated immunity."
"GO:0002713","negative regulation of B cell mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of B cell mediated immunity."
"GO:0002714","positive regulation of B cell mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."
"GO:0002715","regulation of natural killer cell mediated immunity","biological_process","Any process that modulates the frequency, rate, or extent of natural killer cell mediated immunity."
"GO:0002716","negative regulation of natural killer cell mediated immunity","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of natural killer cell mediated immunity."
"GO:0002717","positive regulation of natural killer cell mediated immunity","biological_process","Any process that activates or increases the frequency, rate, or extent of natural killer cell mediated immunity."
"GO:0002718","regulation of cytokine production involved in immune response","biological_process","Any process that modulates the frequency, rate, or extent of cytokine production that contributes to an immune response."
"GO:0002719","negative regulation of cytokine production involved in immune response","biological_process","Any process that stops, prevents, or reduces the frequency, rate, or extent of cytokine production contributing to an immune response."
"GO:0002720","positive regulation of cytokine production involved in immune response","biological_process","Any process that activates or increases the frequency, rate, or extent of cytokine production that contributes to an immune response."
"GO:0002755","MyD88-dependent toll-like receptor signaling pathway","biological_process","Any series of molecular signals generated as a consequence of binding to a toll-like receptor where the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate immune response."
"GO:0002756","MyD88-independent toll-like receptor signaling pathway","biological_process","Any series of molecular signals generated as a consequence of binding to a toll-like receptor not relying on the MyD88 adaptor molecule. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate innate immune response."
"GO:0002757","immune response-activating signal transduction","biological_process","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to activation or perpetuation of an immune response."
"GO:0002758","innate immune response-activating signal transduction","biological_process","A series of molecular signals generated as a consequence of a pathogen or microbial effector binding to a plant 'resistance-gene' receptor to activate a plant immune response, usually plant-type hypersensitive response."
"GO:0002759","regulation of antimicrobial humoral response","biological_process","Any process that modulates the frequency, rate, or extent of an antimicrobial humoral response."
"GO:0002760","positive regulation of antimicrobial humoral response","biological_process","Any process that activates or increases the frequency, rate, or extent of an antimicrobial humoral response."
"GO:0002764","immune response-regulating signaling pathway","biological_process","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."
"GO:0002765","immune response-inhibiting signal transduction","biological_process","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to inhibition of an immune response."
"GO:0002766","innate immune response-inhibiting signal transduction","biological_process","The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to inhibition of an innate immune response."
"GO:0002767","immune response-inhibiting cell surface receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell capable of inhibiting an immune response."
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."
"GO:0002769","natural killer cell inhibitory signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of a natural killer cell capable of inhibiting an immune effector process contributing to an immune response."
"GO:0002770","T cell inhibitory signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of a T cell capable of inhibiting an immune effector process contributing to an immune response."
"GO:0002771","inhibitory killer cell immunoglobulin-like receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a inhibitory killer cell immunoglobulin-like receptor capable of inhibiting an immune effector process contributing to an immune response."
"GO:0002772","inhibitory C-type lectin receptor signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to an inhibitory C-type lectin receptor capable of inhibiting an immune effector process contributing to an immune response."
"GO:0002773","B cell inhibitory signaling pathway","biological_process","A series of molecular signals initiated by the binding of an extracellular ligand to a receptor on the surface of a B cell capable of inhibiting an immune effector process contributing to an immune response."
"GO:0002774","Fc receptor mediated inhibitory signaling pathway","biological_process","A series of molecular signals generated as a consequence of the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of inhibiting an immune effector process contributing to an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."
"GO:0002775","antimicrobial peptide production","biological_process","The synthesis or release of an antimicrobial peptide during an immune response, resulting in an increase in intracellular or extracellular levels. Such peptides may have protective properties against bacteria, fungi, viruses, or protozoa."
